SMILES,prediction
CC(=O)N1CCN(CCCOc2cccc(C(=O)N3CCCC3)c2)CC1,1.189626693725586
COc1cccc(NC(=O)c2ccc(NC(=O)c3cccc(Cl)c3)cc2)c1,2.0483148097991943
N=C1N=C(N)CN1c1ccccc1,-0.5403434634208679
CN(C)C(=O)CC1=Cc2c(Cl)cccc2C(=O)C(=Cc2ccc(Cl)cc2Cl)N1,2.0483148097991943
COC(=O)C1CC(C)=CCC2CCC(O)C2=C1OC(C)=O,0.7956128716468811
CC(=O)N1CCC(CNC(=O)c2cccc(C(F)(F)F)c2)CC1,1.3347917795181274
NC1CCC2C(COC(=O)c3ccccc3)C2(CC2(CO)Oc3ccccc32)C1,2.0483148097991943
C=CCC(C)C(O)=C1CC(C)CCC1=O,2.0483148097991943
O=C(NC(C(=O)c1ccccc1)c1ccccc1)C1CCCC1,2.0483148097991943
COc1cc(Nc2ncnc(-c3cccnc3)n2)ccc1NC(C)=O,1.0112098455429077
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2F)cc1,0.39076346158981323
CC1=CC=C(n2ccc3ncc(OC(=O)N4CCCC4)cc32)C=CI1,0.5326901078224182
CN(C(=O)c1ccc(F)cc1)c1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cc1,2.0483148097991943
CC1(C)CN(S(=O)(=O)c2ccc(C#N)cc2)CC(O)C2=C1OC(c1ccccc1)Nc1cc(OCCCCOc3ccccc3)ccc12,2.0483152866363525
CC(C)C(=O)NCC1CCCCCC1c1cc(O)c(O)cc1O,2.0483148097991943
COc1ccc(Cl)cc1CN1C(=O)c2ccccc2C1=O,1.9098457098007202
Fc1ccc(-c2cnc3ccccc3n2)cc1,2.0483148097991943
O=C1SC(Cc2ccccc2)N(CCOc2ccccc2)c2ccccc21,2.0483148097991943
COC(=O)c1ccccc1C(=O)ONC(=O)c1ccc2c(c1)ncn2C,0.9265653491020203
CSCC(=O)Nc1cccc(C(=O)OC(C)(C)C)c1,2.0483148097991943
O=c1[nH]c2ccccc2c(=O)n1Cc1ccn(Cl)c1,0.27894097566604614
