SMILES,prediction
COc1cc2c(OCCN3CCCC3)cc(=O)n(C)c2cc1OC,6.741355895996094
Cc1nc(NCc2ccc(OCc3ccccc3)cc2)sc1-c1c[nH]c2ccccc2c1=O,6.748448371887207
CC1=C(C2CC2)C(=O)N1c1ccc(F)cc1,5.864509582519531
O=C(Nc1ccccc1)C(=O)c1ccc2c(c1)C(=O)O2,5.9719719886779785
CC(C)(C(=O)NCC1CCCCC1)c1ccc(C#CCc2cccc3cccnc23)cc1,6.718596458435059
CCCC(=O)OCCCN1C(=O)c2ccccc2C1=S,6.857038974761963
CCC(C)C(=O)Nc1cc(O)ccc1Cl,5.620797157287598
CCN(CC(C)c1ccc(S(N)(=O)=O)cc1)C(=O)Nc1ccc(OC)c(OC)c1,6.085459232330322
N#Cc1ccccc1N1CCN(CCCNC(=O)c2ccccc2)CC1,6.382785797119141
O=C(Nc1ncc(-c2cccs2)s1)c1cccc(Cl)c1,5.976290702819824
CC(Cc1ccccc1)N1CC(S(C)(=O)=O)CC1C(=O)OCCc1ccccc1,6.819645881652832
CCCC(CCC=CC(=O)OCC(=O)O)C(=O)O,6.512793064117432
COc1ccc(CNc2ncc(N3CCOCC3)nc2N2CCCCC2)cc1,5.990532398223877
CC(C1=CC(=O)C2=C(N(C)c3cccs3)OC2=C1)c1ccccc1,6.298837184906006
O=C1c2ccccc2C(=O)C1C1=C(O)Oc2ccc(C=C3CCCC3)cc2O1,6.323815822601318
CC(C=O)=CC(O)CC(C)C,6.347320079803467
C=CCn1cnc2ccc(C(=O)NCCc3cc(OC)ccc3OC)cc21,6.052257537841797
CCCCc1ccc(N(C)C(=O)c2ccc(Cl)c(Nc3ccc(C(F)(F)F)cc3)c2)cc1,6.352498531341553
COC(=O)C1CC(n2ccc3nccc(Cl)c3c2=O)COc2ccccc21,6.8269944190979
Cc1ccc(SCN(C)C)cc1,5.7921142578125
CC(=Nc1ccc(Cl)cc1)c1nc2ccccc2n1-c1ccc(Cl)cc1,6.228950023651123
O=C(c1cccnc1)c1ccccc1COc1ccc(-c2cccc(-c3ccc4c(c3)CN3CCSC3N4)c2)cc1,7.153858184814453
COc1ccc(C(=Cc2ccc(OC)c(OC)c2)CNS(=O)(=O)c2ccc(Cl)c(Cl)c2)cc1,6.749902248382568
CC(C)COc1ccc(C(C)(C)C)cc1,6.215628147125244
