SMILES,prediction
Cc1ccccc1N=NN1CCN(S(=O)(=O)N2CCN(CCN3C(=S)NN=C3N3NC(=O)C3=O)CC2)CC1,7.4088287353515625
C=CC=NO[SH]1(=O)CC(N)CCN1S(=O)(=O)NC(C)C(=O)N1CCN(S(=O)(=O)N2CCC(C)C2)CC1,8.010770797729492
NC1=NC(=O)C(S(=O)(=O)N2CCN(S(=O)(=O)N3CCNCC3)CC2)N1C(=O)N1CCOCC1,7.784853458404541
O=C(O)CCN1CCN(S(=O)(=O)N2CCN(S(=O)(=O)N3CCN(S(=O)(=O)N4CCNCC4)CC3)CC2)CC1,7.9837164878845215
CC(=O)N1CCN(Cc2ccccc2C2=NC(=O)N(C)C2=O)C1,6.178627014160156
CCCS(=O)(=O)N1CCN(S(=O)(=O)N2CCN(S(=O)(=O)N3CCNCC3)CC2)CC1,7.5937957763671875
CCCOC(=O)N1CCN(S(=O)(=O)N2CCN(S(=O)(=O)N3CCN(C)=C3C(=O)N3CCN(S(=O)(=O)N4CCN(S(=O)(=O)N5CCNCC5)CC4)CC3)CC2)CC1,8.048274040222168
CCCN(CC)C(=O)N1CCN(S(=O)(=O)N2CCN(C)C2=O)CC1,7.489691734313965
CC(=O)N1CCN(S(=O)(=O)N2CCOCN2CC(=O)N2CCN(S(=O)(=O)N3CCN(S(=O)(=O)N4CCN(C)C(=O)N4)CC3)CC2)CC1,7.961500644683838
CC(=O)N1CCN(S(=O)(=O)N2CCN(C)CC2CS(=O)(=O)N2CCN(S(=O)(=O)N3CCNCC3)CC2)CC1,8.046845436096191
CCCN(C)C(=O)N1CCN(S(=O)(=O)N2CCN(C)CC2)CC1,7.679821014404297
CS(=O)(=O)N1CCN(S(=O)(=O)N2CCN(Cc3ccccc3)CC2=O)CC1,7.622393608093262
CCC(=O)N1CCN(S(=O)(=O)N2CCN(S(=O)(=O)N3CCCN(C)C3)CC2)CC1,6.9792799949646
CCN1CCN1S(=O)(=O)N1CCN(S(=O)(=O)N2CCN(S(=O)(=O)N3CCN(C(C)=O)CC3)CC2)CC1,7.899206638336182
CCOCCN1CCN(S(=O)(=O)N2CCN(S(=O)(=O)N3CCN(C)CC3)CC2)CC1,7.978245735168457
CC(=O)N1CCN(S(=O)(=O)N2CCN(S(=O)(=O)N3CCNS(=O)(=O)C3)CC2)CC1,7.893945217132568
CC1CC(=NNC(N)=O)N1S(=O)(=O)N1CCN(S(=O)(=O)N2CCN(S(=O)(=O)N3CCN(C)CC3)CC2)CC1,7.4080491065979
CN(C)S(=O)(=O)N1CCN(S(=O)(=O)N2CCN(S(C)(=O)=O)CC2)CC1,7.526050567626953
CCOC(=O)C1=CN=C(N2CCN(S(=O)(=O)N3CCN(S(=O)(=O)N4CCOCC4)CC3)CC2)CC1=O,8.214139938354492
CC(=O)COC(=O)N1CCN(S(=O)(=O)N2CCN(C)CC2)CC1,8.002252578735352
CC(=O)N1CCN(c2ncnc(S(=O)(=O)N3CCN(S(=O)(=O)N4CCOCC4)CC3)n2)CC1,7.9671630859375
CC(=O)N1CCN(C(=O)N2CCN(S(=O)(=O)N3CCOCC3)CC2)CC1,7.770812034606934
CC(=O)N1CCN(S(=O)(=O)N2CCNCC2C(=O)NC2CCN(S(=O)(=O)N3CCN(S(=O)(=O)N4CC(=O)NC4=O)CC3)CC2)CC1,7.0457587242126465
Cc1ncccc1S(=O)(=O)N1CCN(S(=O)(=O)N2CCN(C)CC2)CC1,7.627961158752441
NCC=CC(=O)N1CCNCC1C(=O)N1CCOCC1,6.476305961608887
CCOC(=O)N1CCN(S(=O)(=O)N2CCN(S(=O)(=O)N3CCN(S(=O)(=O)N4CCN(C)CO4)CC3)CC2)CC1,7.9318060874938965
CCCCC(=O)N1CCN(S(=O)(=O)N2CCN(S(=O)(=O)N3CCOCC3)CC2)CC1,7.9132513999938965
CC(=O)N1C(=N)C(=O)N1C(=O)N1CCN(S(=O)(=O)N2CCN(S(=O)(=O)N3CCOCC3)CC2)CC1,7.7045111656188965
Cc1nn(C)c(Cl)c1C(=O)N1CCN(S(=O)(=O)N2CCN(c3ccccc3)CC2)CC1,7.74343729019165
Cc1ncccc1CN1CCN(S(=O)(=O)N2CCN(C)CC2)CC1,7.514070987701416
O=C(O)N1CCN(S(=O)(=O)N2CCN(S(=O)(=O)N3CCN(C(=O)N4CCCCC4)CC3)CC2)CC1,7.6838788986206055
CC(=O)N1CCN2CCN3CC(C(=O)N4CCN(S(=O)(=O)N5CCNCC5)CC4)=NN3N(Cc3ccccc3C2)SC(=S)S1(=O)=O,7.705969333648682
CN1CCN(S(=O)(=O)N2CCN(S(=O)(=O)N3CCN(S(=O)(=O)N4CCN(C)S4(=O)=O)CC3)CC2)CC1,7.963854789733887
CCN(C)C(=O)N1CCN(S(=O)(=O)N(C)C(=O)N2CCN(S(=O)(=O)N3CCOCC3)CC2)CC1,7.581480503082275
CCC(=O)N1CCN(S(=O)(=O)N2CCN(S(=O)(=O)N3CCCOCC3)CC2)CC1,7.342175483703613
CC(C)N1CCN(C(=O)N2CCN(S(=O)(=O)N3CCN(S(=O)(=O)N4CCN(C)CC4)CC3)CC2)CC1,7.689506530761719
CCCN(CCN1CCOCC1)C(=O)NC1CCN(C)C1=O,6.480052947998047
CC(=O)N1CCN(S(=O)(=O)N2CCOCC2C(=O)N2CCN(S(=O)(=O)N3CCN(C)C3)CC2)CC1,7.481009483337402
CC(O)(NS(=O)(=O)N1CCOCC1)S(=O)(=O)N1CCN(S(=O)(=O)N2CCCCC2)CC1,7.346552848815918
CCOC(=O)N1CCN(S(=O)(=O)N2CCN(S(=O)(=O)N3CCN(S(=O)(=O)N4CCN(C)CC4)CC3)CC2)CC1,7.990532875061035
CC(=O)N1CCN(C(=O)N2CCN(S(=O)(=O)N3CCN(S(=O)(=O)N4CCN(C)CC4)CC3)CC2)CC1,7.712259769439697
CC(=O)N1N=C(N2CCN(S(=O)(=O)N3CCN3)CC2)N1,7.964177131652832
CCCN1CCN(S(=O)(=O)N2CCN(S(=O)(=O)N3CCN(S(=O)(=O)N4CCN(C)CC4)CC3)CC2)CC1,7.882989406585693
CN(C)C(SCC(=O)N1CCOCC1)S(=O)(=O)N1CCN(S(=O)(=O)N2CCOCC2)CC1,7.989272117614746
COc1ccc(S(=O)(=O)N2NC(=O)NC2=O)cc1,6.344239234924316
Cc1ccccc1NC(=O)N1CCN(S(=O)(=O)N2CCNCC2)CC1,7.4445390701293945
O=N(=O)N1CCN(CCCO)CC1,6.3731536865234375
