SMILES,prediction
COc1ccccc1Nc1ccccc1C(=O)Nc1ccccc1-c1ccccc1,2.0483148097991943
O=C(c1ccccc1Oc1ccccc1)C1CCN(Cc2cccnc2)C1,2.0483148097991943
COc1ccccc1N1CCc2ccccc2NS(=O)(=O)c2ccccc21,1.971740484237671
CCN(c1ccccc1)c1nccc(Cc2ccccc2)c1Nc1ccccc1C,2.0483148097991943
C[N+]1(c2ccccc2)C=CC=CC1=O,-0.8930031657218933
CC(=O)COc1ccccc1Nc1ccccc1Cc1ccccc1,2.0483148097991943
CC(C)(C)c1ccccc1Cc1ccccc1C(=O)Nc1ccccc1,2.0483148097991943
Cc1ccccc1Nc1ccccc1C1Cc2ccccc2CCCCN2CCCCC2C1,2.0483148097991943
CCNc1ccccc1Nc1ccccc(C(=O)N2CCN(Cc3ccccc3)CC2)c1,2.0483148097991943
Cc1ccccc1C(CC(=O)c1ccccc1)Nc1ccccc1Cc1ccccc1,2.0483148097991943
CN(C)c1ccccc1c1cccc(-c2ccccc2)c1,2.0483148097991943
CN(C)c1ccccc1Sc1ccccc1c1ccccc1Co1ccccc1,2.0483148097991943
CNc1ccccc1C(=O)Nc1ccccc1Cc1ccccc1,2.0483148097991943
COc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2ccccc2)cc1C,2.0483148097991943
CC(Cc1ccccc1)Oc1ccccc1Nc1ccc(-c2ccccc2)cc1,2.0483148097991943
COc1ccccc1Nc1ccccc1Nc1ccccc1C(=O)Oc1ccccc1,2.0483148097991943
COc1ccccc1CNc1ccccc1,2.0483148097991943
COc1ccccc1C(=O)Nc1ccccc1Oc1ccc(c2ccccc2)cc1Cc1ccccc1,2.0483148097991943
Cc1ccc(NC(=O)c2cccnc2Nc2ccccc2C)cc1,2.0254390239715576
Cc1cccc(Nc2ccccc2CC2CCCCN2C)c1,2.0483148097991943
COc1cccc(S(=O)(=O)c2ccccc2)c1,2.0483148097991943
CC(=O)C(c1ccccc1)N1c2ccccc2C(=O)N=C(C)NC1CCO,1.1854829788208008
Cc1cccc(C(=O)Nc2ccccc2Cc2ccccc2)c1,2.0483148097991943
COc1ccccc1Nc1cc(S(=O)(=O)Nc2ccccc2)cccn1,1.9118874073028564
COc1ccccc1C1=Nc2ccccc2N(Cc2ccccc2C(Cc2ccccc2)c2ccccc2)CC1,2.0483148097991943
CC(C)Nc1ncccc1Nc1ccccc1-c1ccccc1,2.0483148097991943
CCOc1cccc(Nc2ccccc2C(=O)Nc2ccccc2Cc2ccccc2C)c1,2.0483148097991943
Cc1ccccc1Oc1ccccc1N(C)c1ccccc1,2.0483148097991943
CC(CC1(C)CCC(N)c2ccccc2N1)c1ccccc1,2.0483148097991943
Co1cccc1C(=O)N(Cc1ccccc1)c1ccccc1Cc1ccccc1Sc1ccccc1,2.0483148097991943
O=C(Cc1ccccc1)Nc1ccccc1-c1ccccc1,2.0483148097991943
CC(=O)NC(C)c1ccccc1Nc1cccc(-c2ccccc2)c1,2.0483148097991943
Cc1ccccc1CNc1ccccc1-c1ccccc1C,2.0483148097991943
Cc1ccccc1C(Sc1ccccc1)c1ccccc1,2.0483148097991943
Cc1ccccc1N1C(=O)c2ccccc2SCCc2ccccc2N(Cc2ccccc2)C1=O,2.0483148097991943
Cc1ccccc1CN1CC=C(c2cccc(Oc3ccccc3C)c2)CC1,2.0483148097991943
Cc1ccccc1C1Cc2ncncc2CNc2ccccc2C1c1ccccc1,2.0483148097991943
COc1cccc(-c2ccccc2Cc2ccccc2Nc2ccccc2C(F)(F)Oc2ccccc2)c1,2.0483148097991943
Cc1ccccc1Oc1cccc(-c2ccccc2Cc2ccccc2)c1,2.0483148097991943
Cc1ccccc1Nc1cccc(C2CCc3ccccc3CN2)c1,2.0483148097991943
Clc1ccccc1CCNCc1ccccc1,2.0483148097991943
CCc1ccccc1Nc1ccc(C)c(-c2ccccc2)c1,2.0483148097991943
O=C(c1ccccc1Cl)c1ccccc1NCc1ccccc1,2.0483148097991943
CCc1ccccc1Nc1ncccc1Cc1ccccc1,2.0483148097991943
Cc1nccccc1C(=O)Nc1ccccc1C(F)(F)F,2.0483148097991943
Clc1ccc(Nc2ccccc2C2CCN(Cc3ccccc3)CCc3ccccc3C2)cc1,2.0483148097991943
O=C1C(c2ccccc2)=Cc2ccccc2cc2ccccc21,2.0483148097991943
CCN(c1ccccc1)c1nccc(Cc2ccccc2)c1Nc1ccccc1C,2.0483148097991943
CCN(CC)c1ccc(C=Cc2ccccc2C(=O)Nc2ccccc2C)cc1NCc1ccccc1,2.0483148097991943
CCOC(=O)c1ccccc1CN(CC(c1ccccc1)c1ccccc1)c1ccccc1,2.0483148097991943
Cc1ccccc1Sc1ccccc1C=Cc1ccccc1,2.0483148097991943
Cc1cccc(Nc2ccccc2CC2CCCCN2C)c1,2.0483148097991943
CC(C)c1ccccc1NS(=O)(=O)c1ccccc1,2.0483148097991943
COc1ccccc1N1CCN(c2ccccc2)CC(C)(CN2CCOCC2)CC1,2.0483148097991943
CN(Nc1ccccc1)c1ncc(c2ccccc2)cc1C1=NC(=O)c2ccccc2C1,2.0483148097991943
Oc1ccccc1C1=NCCNc2ccccc2C1,2.0483148097991943
CCc1ccccc1C(=NO)c1ccccc1,2.0483148097991943
Cc1ccccc1C1=C(c2ccccc2Oc2ccccc2)Nc2ccccc2C1,2.0483148097991943
